customer_id,application_date,age,region,segment,employment_years,annual_income,existing_loans,credit_utilization,debt_to_income,late_payments_12m,payment_history_score,loan_amount,loan_term_months,interest_rate,default_flag,predicted_prob
CUST200521,2025-03-03,23,East,Student,4,70000,4,0.212,0.09,0,721,6000,36,11.49,0,0.497
CUST200522,2025-02-07,26,East,Student,1,25000,3,0.396,0.2,1,705,5000,24,9.88,0,0.877
CUST200523,2026-06-09,28,North,Student,1,30000,8,0.386,0.16,0,654,4800,12,13.47,0,0.813
CUST200524,2025-11-07,27,Central,Retail,4,29000,6,0.629,0.34,0,757,9750,24,7.51,1,0.861
CUST200525,2025-05-27,35,West,Retail,6,29568,10,0.372,0.2,3,651,6000,12,13.23,0,0.975
CUST200526,2025-03-12,28,East,Retail,1,19000,7,0.759,0.49,0,703,9250,12,11.49,1,0.96
CUST200527,2025-07-24,24,Central,Retail,3,33000,4,0.281,0.17,1,725,5500,24,11.11,0,0.8
CUST200528,2025-07-18,24,East,Retail,3,33396,3,0.144,0.08,0,629,2800,36,16,1,0.666
CUST200529,2025-10-24,24,East,Retail,4,41000,3,0.712,0.38,4,665,15600,60,12.87,1,0.997
CUST200530,2024-11-05,28,Central,Small Business,12,42000,9,0.28,0.17,1,754,7300,24,11.5,0,0.727
CUST200531,2025-05-16,28,West,Retail,7,118000,6,0.182,0.04,0,770,4800,24,8.9,0,0.272
CUST200532,2026-01-17,24,East,Small Business,4,60000,3,0.199,0.1,0,750,5850,12,7.49,0,0.429
CUST200533,2026-02-19,34,East,Retail,1,43000,5,0.328,0.15,0,763,6400,36,9.63,0,0.611
CUST200534,2026-03-13,27,West,Premium,5,58000,6,0.334,0.15,2,662,8500,24,13.49,0,0.922
CUST200535,2024-10-13,31,South,Student,2,27036,7,0.486,0.24,0,723,6500,12,11.11,0,0.82
CUST200536,2025-05-07,22,North,Retail,2,60000,4,0.144,0.05,0,720,3000,24,11.89,0,0.453
CUST200537,2025-04-17,26,Central,Small Business,10,50000,4,0.4,0.2,1,772,9825,24,7.9,0,0.763
CUST200538,2025-10-26,25,West,Retail,4,45000,3,0.626,0.33,1,677,15000,36,11.5,1,0.953
CUST200539,2026-03-02,25,Central,Retail,6,60500,2,0.542,0.28,0,728,17000,48,12.42,0,0.819
CUST200540,2024-08-02,25,South,Retail,6,37676,4,0.355,0.2,0,745,7500,12,8.32,0,0.649
CUST200541,2024-10-25,29,Central,Small Business,1,120000,8,0.372,0.15,2,677,17500,36,12.87,0,0.896
CUST200542,2024-08-06,29,North,Retail,13,66901,10,0.313,0.14,0,666,9475,36,11.5,0,0.628
CUST200543,2025-06-05,23,West,Student,6,35000,3,0.375,0.24,0,702,8400,12,12.18,0,0.766
CUST200544,2026-04-08,27,South,Student,8,50000,6,0.284,0.09,0,604,4500,36,14.61,0,0.729
CUST200545,2025-08-13,26,South,Small Business,10,36000,3,0.346,0.21,1,722,7500,36,10.59,0,0.817
CUST200546,2025-06-05,31,West,Retail,1,26000,6,0.512,0.25,0,721,6600,12,11.5,0,0.843
CUST200547,2025-11-28,33,Central,Retail,8,46000,6,0.593,0.31,0,712,14300,48,9.91,1,0.854
CUST200548,2024-12-11,28,North,Retail,2,50000,7,0.13,0.04,1,614,2000,36,16.89,1,0.79
CUST200549,2025-06-07,29,West,Retail,5,50000,7,0.148,0.07,1,709,3575,36,11.49,0,0.66
CUST200550,2024-12-03,22,Central,Student,2,50000,2,0.315,0.11,0,729,5600,24,11.86,0,0.625
CUST200551,2025-11-19,22,North,Student,6,86000,2,0.261,0.12,1,709,10000,12,11.49,0,0.705
CUST200552,2025-09-10,21,North,Retail,2,36184,4,0.548,0.33,0,718,12000,36,9.99,0,0.864
CUST200553,2026-04-06,33,North,Retail,1,30000,7,0.253,0.13,3,676,4000,24,11.5,0,0.954
CUST200554,2025-09-06,29,East,Premium,1,60000,9,0.226,0.1,0,668,6000,12,14.79,0,0.648
CUST200555,2025-06-20,34,East,Retail,5,51621,6,0.165,0.07,1,702,3500,36,11.49,0,0.677
CUST200556,2025-10-30,34,West,Student,7,42994,8,0.364,0.18,0,607,7675,36,13.87,0,0.816
CUST200557,2025-06-08,30,Central,Small Business,8,74400,7,0.272,0.1,0,764,7500,36,11.5,0,0.464
CUST200558,2025-08-08,22,Central,Small Business,7,60000,2,0.452,0.23,0,762,14000,48,7.88,0,0.67
CUST200559,2025-01-01,23,West,Small Business,7,48000,2,0.534,0.29,1,774,14125,36,11.5,0,0.885
CUST200560,2026-04-12,30,East,Small Business,4,22000,9,0.186,0.09,0,679,2000,24,13.57,0,0.631
CUST200561,2025-12-10,33,West,Retail,6,67000,6,0.556,0.37,0,710,25000,48,10.99,0,0.854
CUST200562,2025-06-23,24,North,Retail,8,101400,4,0.226,0.1,0,753,9900,36,8,0,0.363
CUST200563,2025-01-29,25,East,Retail,9,74678,2,0.168,0.05,0,712,4000,24,10.62,0,0.404
CUST200564,2024-07-21,23,South,Retail,5,20000,4,0.437,0.25,0,714,5000,24,11.71,0,0.809
CUST200565,2025-11-02,29,Central,Retail,13,45000,10,0.475,0.22,1,754,10000,24,7.88,0,0.819
CUST200566,2026-05-24,28,West,Retail,8,135000,7,0.258,0.08,1,704,10800,60,11.5,0,0.603
CUST200567,2024-10-26,31,Central,Small Business,5,30000,7,0.262,0.17,0,764,5000,24,11.5,0,0.59
CUST200568,2025-02-26,26,North,Retail,5,65000,3,0.141,0.05,0,722,3200,24,11.71,0,0.421
CUST200569,2025-09-02,25,North,Premium,2,43500,4,0.442,0.21,1,748,9000,12,9.63,0,0.852
CUST200570,2025-01-13,29,North,Student,3,49000,5,0.304,0.19,0,748,9500,24,11.5,1,0.633
CUST200571,2025-04-28,25,West,Small Business,2,78000,4,0.129,0.08,0,729,6000,12,11.5,0,0.415
CUST200572,2026-07-14,32,West,Premium,9,40704,7,0.507,0.25,0,700,10000,36,9.63,0,0.804
CUST200573,2026-01-19,21,East,Student,5,42000,2,0.25,0.12,1,613,5000,12,17.49,0,0.871
CUST200574,2025-10-04,30,West,Retail,6,66888,8,0.352,0.22,0,666,15000,36,12.23,0,0.738
CUST200575,2024-08-04,22,West,Small Business,5,45600,4,0.36,0.22,0,626,10000,24,14.61,0,0.823
CUST200576,2024-11-15,34,North,Retail,5,27852,8,0.319,0.15,0,676,4200,12,12.84,0,0.735
CUST200577,2025-02-23,26,Central,Retail,3,124726,3,0.27,0.12,1,749,15000,48,7.29,0,0.58
CUST200578,2025-09-08,33,North,Small Business,2,49000,6,0.187,0.12,1,724,6000,24,10.99,0,0.708
CUST200579,2026-05-16,29,North,Retail,5,22000,7,0.252,0.11,0,704,2400,36,10.75,0,0.626
CUST200580,2026-07-14,29,South,Small Business,5,35000,6,0.282,0.09,0,745,3200,12,7.49,0,0.529
CUST200581,2025-10-09,27,North,Student,2,30000,8,0.203,0.07,0,717,2000,12,11.49,0,0.561
CUST200582,2026-02-04,25,South,Student,9,62000,2,0.167,0.03,1,708,2100,36,11.86,0,0.615
CUST200583,2026-04-17,31,Central,Retail,5,41004,10,0.187,0.12,0,610,5000,24,15.28,0,0.71
CUST200584,2026-01-03,21,South,Retail,2,62000,2,0.191,0.1,0,755,6000,12,7.51,0,0.425
CUST200585,2026-04-29,26,East,Retail,5,70000,4,0.124,0.06,0,764,4500,24,7.51,0,0.315
CUST200586,2026-01-05,22,East,Retail,5,54000,4,0.515,0.27,0,610,14400,60,11.5,1,0.884
CUST200587,2025-10-08,27,West,Retail,3,39000,6,0.176,0.05,0,725,2100,12,11.5,0,0.496
CUST200588,2025-11-10,24,East,Student,8,61200,4,0.194,0.04,0,679,2500,36,11.5,1,0.498
CUST200589,2025-05-09,23,North,Retail,5,35000,2,0.677,0.37,0,709,12800,48,11.83,1,0.918
CUST200590,2024-11-13,26,East,Retail,5,50000,4,0.378,0.2,1,718,10000,12,10.95,0,0.836
CUST200591,2025-03-28,23,North,Retail,5,50000,2,0.267,0.1,1,724,5000,12,10.25,0,0.726
CUST200592,2025-04-24,21,North,Small Business,5,35000,4,0.51,0.29,1,723,10000,24,11.5,0,0.914
CUST200593,2025-04-10,33,Central,Retail,4,71000,7,0.172,0.07,0,707,5300,36,11.49,0,0.47
CUST200594,2024-10-11,23,North,Premium,5,32000,4,0.406,0.22,0,658,7000,24,14.26,1,0.831
CUST200595,2024-08-31,31,North,Retail,2,36000,10,0.171,0.1,4,668,3500,24,12.53,0,0.97
CUST200596,2025-10-03,27,East,Retail,5,48000,6,0.419,0.21,0,705,10000,24,10.62,0,0.75
CUST200597,2024-09-12,25,Central,Student,5,88140,3,0.267,0.17,4,666,15000,48,13.49,0,0.973
CUST200598,2026-07-10,23,West,Retail,7,100000,3,0.499,0.25,0,715,25000,60,11.71,0,0.74
CUST200599,2026-05-11,24,East,Retail,5,84000,3,0.428,0.24,0,710,20000,60,11.83,0,0.729
CUST200600,2025-03-27,27,North,Student,4,37200,9,0.252,0.11,0,602,4000,24,17.27,1,0.777
CUST200601,2026-01-03,30,West,Retail,12,78000,5,0.225,0.09,0,772,7000,24,6.54,0,0.334
CUST200602,2026-03-30,23,East,Small Business,2,78000,4,0.22,0.08,0,759,6000,24,6.91,0,0.398
CUST200603,2025-01-10,34,East,Small Business,5,25000,7,0.373,0.21,0,723,5325,36,10.99,0,0.737
CUST200604,2026-05-20,28,East,Retail,12,33600,5,0.276,0.09,0,750,3000,36,5.42,0,0.457
CUST200605,2024-10-09,28,Central,Retail,5,30000,9,0.431,0.19,0,701,5825,24,9.99,0,0.768
CUST200606,2024-11-02,33,South,Retail,1,30000,9,0.282,0.17,0,763,5000,12,11.5,0,0.628
CUST200607,2025-10-30,29,Central,Retail,2,200000,5,0.216,0.07,1,730,15000,36,10.37,0,0.446
CUST200608,2024-09-19,24,West,Retail,2,37500,4,0.257,0.15,1,766,5600,12,8.94,0,0.721
CUST200609,2026-05-02,23,East,Small Business,3,50000,2,0.263,0.13,0,774,6400,12,6.91,0,0.482
CUST200610,2025-02-06,25,North,Premium,9,50000,3,0.312,0.12,1,670,6000,36,14.17,0,0.82
CUST200611,2024-09-09,34,East,Student,5,38400,10,0.375,0.17,0,717,6500,12,9.25,0,0.691
CUST200612,2026-02-24,29,Central,Retail,13,60000,7,0.046,0.03,0,676,2075,36,15.23,0,0.395
CUST200613,2026-06-08,26,East,Student,5,50000,2,0.23,0.1,0,752,5000,12,7.4,0,0.46
CUST200614,2025-10-02,27,West,Retail,4,49200,10,0.086,0.05,1,765,2500,36,5.42,0,0.474
CUST200615,2026-05-12,30,North,Retail,9,28800,10,0.135,0.07,0,721,2000,24,11.48,0,0.464
CUST200616,2024-09-10,30,West,Small Business,5,54000,8,0.321,0.18,0,757,9600,12,11.5,0,0.61
CUST200617,2025-11-25,29,West,Student,5,123000,10,0.121,0.05,0,764,6500,24,11.5,0,0.27
CUST200618,2026-06-28,25,Central,Premium,3,39000,4,0.081,0.05,0,775,2000,24,7.66,1,0.324
CUST200619,2024-11-17,25,Central,Premium,5,52160,2,0.119,0.03,0,728,1750,24,11.89,0,0.408
CUST200620,2024-08-17,24,South,Student,6,48000,4,0.263,0.1,3,670,5000,24,13.11,0,0.946
CUST200621,2024-11-13,21,East,Retail,5,25000,2,0.26,0.15,0,759,3800,12,8.59,0,0.56
CUST200622,2025-05-21,32,South,Student,4,48000,7,0.359,0.17,1,749,8000,12,5.79,0,0.759
CUST200623,2026-04-16,26,North,Retail,5,104000,2,0.353,0.19,0,712,20000,36,10.74,0,0.608
CUST200624,2025-09-22,24,South,Retail,4,113000,2,0.189,0.11,0,750,12000,36,7.49,0,0.344
CUST200625,2025-10-09,25,West,Retail,5,75000,4,0.119,0.02,0,753,1500,24,6.54,0,0.287
CUST200626,2024-10-04,34,East,Student,5,53500,5,0.214,0.06,0,760,3200,24,6.76,0,0.401
CUST200627,2026-06-27,24,East,Student,5,17496,4,0.361,0.21,0,679,3700,24,14.22,1,0.804
CUST200628,2026-04-13,27,East,Small Business,5,38000,5,0.43,0.26,0,716,10000,24,9.76,0,0.774
CUST200629,2024-08-04,24,North,Retail,8,38000,2,0.422,0.21,1,720,8000,12,11.49,0,0.86
CUST200630,2025-03-20,24,East,Retail,3,79000,3,0.274,0.09,1,665,7000,24,12.54,0,0.774
CUST200631,2025-05-15,29,East,Retail,1,72500,5,0.244,0.1,0,774,7000,36,7.29,0,0.428
CUST200632,2026-01-15,29,Central,Student,5,128000,9,0.253,0.12,0,772,15000,48,9.63,1,0.362
CUST200633,2025-03-17,22,Central,Retail,3,30000,2,0.411,0.2,0,702,6000,36,10.37,0,0.772
CUST200634,2025-07-23,27,North,Premium,3,70000,10,0.24,0.07,1,746,5200,12,7.51,0,0.622
CUST200635,2025-01-20,28,West,Small Business,2,66887,8,0.584,0.37,0,715,25000,36,10.36,0,0.869
CUST200636,2025-05-18,29,North,Retail,13,65000,10,0.387,0.25,4,673,16000,48,12.87,0,0.983
CUST200637,2025-10-17,24,West,Retail,7,53000,4,0.345,0.23,3,670,12000,60,12.53,0,0.966
CUST200638,2025-11-24,23,East,Retail,2,52000,2,0.112,0.07,0,703,3625,36,10.59,1,0.462
CUST200639,2024-10-13,24,West,Student,2,32500,3,0.298,0.17,0,603,5600,24,14.42,0,0.816
CUST200640,2026-01-04,27,East,Retail,3,34000,7,0.492,0.29,0,630,10000,36,16.77,1,0.91
CUST200641,2024-08-29,34,North,Retail,2,21000,8,0.188,0.1,0,751,2100,12,7.88,0,0.5
CUST200642,2025-02-03,23,South,Retail,8,33000,3,0.551,0.36,1,768,12000,36,8.49,1,0.904
CUST200643,2026-06-18,33,West,Premium,4,43000,10,0.369,0.23,2,657,10000,24,13.35,0,0.949
CUST200644,2024-11-29,29,South,Small Business,9,38600,7,0.174,0.04,2,679,1600,12,12.84,0,0.834
CUST200645,2024-08-25,34,South,Retail,6,110000,10,0.331,0.14,3,660,15000,36,12.68,0,0.942
CUST200646,2025-02-12,31,East,Premium,3,14400,8,0.575,0.33,4,611,4750,24,14.59,1,0.997
CUST200647,2024-07-22,26,Central,Retail,3,74000,3,0.269,0.12,0,722,9000,36,10,0,0.542
CUST200648,2025-10-26,29,South,Retail,2,39000,5,0.306,0.15,0,719,6000,12,12.69,1,0.678
CUST200649,2024-08-21,35,Central,Student,7,48000,8,0.528,0.35,0,749,17000,48,6.03,0,0.788
CUST200650,2024-11-28,26,West,Small Business,2,52000,4,0.213,0.12,0,751,6000,36,8.9,0,0.491
CUST200651,2024-11-18,27,North,Retail,2,27000,6,0.665,0.36,0,712,9750,12,9.63,1,0.914
CUST200652,2025-08-18,27,North,Small Business,12,34000,10,0.595,0.31,3,676,10625,48,13.47,0,0.987
CUST200653,2024-12-11,33,East,Small Business,5,40056,6,0.676,0.42,0,716,16750,36,9.88,0,0.916
CUST200654,2025-06-06,30,East,Small Business,2,67000,7,0.217,0.14,1,754,9250,36,11.5,0,0.685
CUST200655,2025-01-02,22,North,Premium,3,44000,3,0.162,0.08,2,662,3600,12,13.43,1,0.869
CUST200656,2025-05-31,24,South,Retail,1,110000,2,0.215,0.06,1,752,7000,12,7.51,0,0.536
CUST200657,2024-08-05,27,North,Retail,5,30000,9,0.414,0.22,0,680,6575,12,13.49,1,0.815
CUST200658,2026-07-13,31,East,Student,6,72000,7,0.403,0.22,0,751,16000,48,11.5,0,0.666
CUST200659,2024-08-21,23,North,Retail,3,30000,4,0.391,0.25,0,726,7500,12,11.5,0,0.77
CUST200660,2025-03-02,24,West,Retail,5,34000,4,0.487,0.29,0,709,10000,36,12.18,0,0.839
CUST200661,2026-03-19,26,Central,Premium,11,51000,3,0.331,0.18,1,717,9000,12,9.99,0,0.777
CUST200662,2024-10-30,24,North,Retail,1,35000,4,0.357,0.2,0,616,7000,24,16.29,0,0.854
CUST200663,2024-12-31,33,Central,Retail,5,20244,8,0.563,0.35,0,710,7000,12,9.45,1,0.881
CUST200664,2026-02-23,22,North,Retail,5,21000,3,0.396,0.23,0,719,4800,36,10.75,0,0.767
CUST200665,2024-12-17,24,East,Student,9,35000,3,0.097,0.04,0,746,1500,12,11.5,0,0.376
CUST200666,2026-05-21,23,North,Small Business,3,120000,2,0.165,0.03,0,774,3725,12,8.49,0,0.265
CUST200667,2024-12-17,23,East,Retail,5,28000,4,0.452,0.21,0,708,6000,36,9.63,0,0.782
CUST200668,2026-06-09,24,North,Student,2,14880,3,0.603,0.4,0,715,6000,24,10,1,0.913
CUST200669,2024-10-31,22,North,Retail,6,37000,2,0.149,0.08,0,724,3000,36,11.11,1,0.477
CUST200670,2025-08-17,25,Central,Retail,6,33600,3,0.389,0.17,1,710,5600,12,9.25,0,0.838
CUST200671,2026-02-23,25,Central,Retail,2,60900,3,0.177,0.06,0,752,3600,36,6.91,0,0.39
CUST200672,2025-09-28,24,South,Retail,3,40000,2,0.508,0.26,0,727,10500,48,11.36,0,0.82
CUST200673,2025-01-10,28,East,Retail,5,32000,7,0.38,0.16,0,752,5000,24,6.99,0,0.636
CUST200674,2026-04-15,23,North,Small Business,7,44000,2,0.284,0.11,0,654,5000,24,13.23,0,0.687
CUST200675,2026-04-17,29,Central,Retail,4,67222,9,0.373,0.15,0,717,10000,36,11.14,0,0.659
CUST200676,2024-12-07,35,East,Small Business,6,67641,5,0.249,0.15,0,764,10000,12,8,0,0.462
CUST200677,2025-02-14,22,North,Retail,6,44720,2,0.234,0.13,1,769,6000,36,7.9,0,0.651
CUST200678,2026-07-03,22,Central,Retail,2,150000,3,0.085,0.05,0,763,8200,12,6.99,0,0.197
CUST200679,2025-09-22,28,North,Retail,11,64000,10,0.473,0.23,0,753,15000,48,9.63,1,0.685
CUST200680,2025-04-03,25,East,Retail,5,20000,3,0.373,0.17,2,655,3500,12,10.28,0,0.942
CUST200681,2025-01-08,21,North,Retail,5,42000,4,0.13,0.02,3,621,1000,36,15.58,1,0.935
CUST200682,2024-10-22,25,South,Retail,4,155796,2,0.261,0.16,0,667,25000,60,13.48,0,0.527
CUST200683,2024-11-20,26,Central,Premium,11,159960,3,0.253,0.11,0,755,18325,36,7.49,0,0.279
CUST200684,2025-07-02,23,East,Student,7,59000,4,0.337,0.15,0,767,9000,36,8.49,0,0.54
CUST200685,2026-07-14,27,South,Retail,11,65000,8,0.497,0.28,0,767,18000,48,7.51,0,0.691
CUST200686,2026-04-25,28,West,Student,8,60000,9,0.285,0.17,0,755,10000,24,8.9,0,0.525
CUST200687,2026-07-14,25,South,Premium,5,200000,3,0.319,0.12,4,605,24000,48,14.96,0,0.963
CUST200688,2024-09-12,24,West,Small Business,3,200000,4,0.309,0.12,0,752,24000,60,7.49,0,0.307
CUST200689,2025-04-21,22,East,Retail,5,32500,4,0.711,0.45,0,703,14500,60,11.99,0,0.941
CUST200690,2026-06-11,30,East,Retail,6,65004,10,0.289,0.11,0,771,7100,24,8,0,0.463
CUST200691,2026-05-24,23,East,Student,5,38000,3,0.302,0.2,0,756,7500,12,7.88,0,0.597
CUST200692,2024-08-09,25,West,Premium,5,29004,2,0.211,0.11,4,620,3200,24,17.49,1,0.983
CUST200693,2025-12-16,22,North,Small Business,6,50000,4,0.253,0.12,0,716,6000,24,12.69,0,0.588
CUST200694,2026-07-07,29,South,Student,2,37000,5,0.207,0.08,0,765,2800,12,7.66,0,0.455
CUST200695,2025-10-24,28,West,Small Business,7,55000,6,0.584,0.36,1,751,20000,60,7.49,0,0.906
CUST200696,2025-10-20,23,West,Retail,6,130992,4,0.124,0.05,0,754,6000,36,7.51,0,0.235
CUST200697,2025-09-03,26,Central,Retail,2,67900,4,0.19,0.04,0,761,2400,12,8.49,0,0.382
CUST200698,2026-07-07,27,North,Retail,2,47000,5,0.236,0.13,0,765,6000,36,6.99,0,0.485
CUST200699,2026-05-06,31,North,Retail,12,74628,5,0.372,0.2,0,673,15000,60,12.99,0,0.702
CUST200700,2025-11-09,25,North,Student,9,71711,3,0.12,0.07,0,725,4800,24,11.5,0,0.379
CUST200701,2024-10-16,27,Central,Retail,12,30000,6,0.897,0.53,0,713,16000,36,10.99,1,0.965
CUST200702,2026-02-28,25,West,Premium,9,120000,3,0.426,0.23,0,710,28000,84,10.74,0,0.64
CUST200703,2026-04-10,26,South,Small Business,4,30000,4,0.39,0.17,0,714,5000,12,11.58,0,0.74
CUST200704,2025-08-13,34,North,Small Business,12,65000,10,0.226,0.09,0,752,6000,24,7.14,0,0.384
CUST200705,2024-08-11,24,East,Retail,5,68000,3,0.606,0.37,3,607,25000,36,14.09,1,0.992
CUST200706,2026-05-27,24,North,Retail,7,74004,3,0.576,0.34,2,602,25000,36,15.57,1,0.981
CUST200707,2025-08-17,30,Central,Retail,10,61828,8,0.202,0.07,0,570,4500,12,18.39,0,0.711
CUST200708,2025-08-04,34,West,Retail,1,25000,6,0.189,0.04,1,730,1000,36,9.63,0,0.687
CUST200709,2024-09-10,26,North,Premium,1,38000,3,0.175,0.11,0,766,4000,12,11.5,0,0.493
CUST200710,2025-04-23,26,South,Premium,6,70000,2,0.137,0.06,0,772,4000,12,8.49,0,0.319
CUST200711,2024-12-14,24,West,Student,8,69996,3,0.197,0.04,0,752,3000,36,6.39,0,0.341
CUST200712,2026-01-09,30,East,Retail,14,70000,7,0.234,0.09,0,772,6000,12,11.5,0,0.392
CUST200713,2025-05-03,32,South,Retail,4,30000,7,0.575,0.31,0,630,9325,12,13.62,1,0.924
CUST200714,2026-03-16,24,West,Retail,4,138000,4,0.114,0.04,4,651,5000,24,13.23,1,0.927
CUST200715,2025-09-23,30,North,Small Business,2,44449,6,0.731,0.48,4,666,21250,60,13.48,0,0.998
CUST200716,2026-01-25,31,East,Retail,4,42100,9,0.329,0.12,0,710,5000,36,10.36,0,0.65
CUST200717,2026-07-10,32,South,Retail,5,66100,8,0.185,0.08,0,754,5000,36,6.03,0,0.372
CUST200718,2025-11-30,30,North,Retail,4,42000,9,0.363,0.24,0,651,10000,24,16.11,0,0.829
CUST200719,2026-06-02,25,West,Premium,9,105000,2,0.172,0.05,2,668,4800,36,15.23,0,0.794
CUST200720,2026-01-10,28,South,Student,7,70000,5,0.263,0.11,0,769,8000,12,6.62,0,0.417
CUST200721,2026-07-11,29,Central,Retail,5,106800,6,0.307,0.14,0,771,15000,36,11.5,0,0.47
CUST200722,2025-01-04,27,South,Retail,1,36000,10,0.286,0.11,0,664,4000,12,11.5,0,0.703
CUST200723,2024-12-29,29,East,Retail,2,61628,9,0.174,0.08,3,578,6000,12,16.95,1,0.96
CUST200724,2024-12-07,32,East,Retail,3,65000,9,0.347,0.18,2,651,12000,36,13.35,0,0.933
CUST200725,2024-08-23,33,West,Retail,13,46000,9,0.273,0.12,1,671,5600,36,15.27,0,0.798
CUST200726,2025-06-29,23,South,Student,4,44000,2,0.111,0.07,0,770,3200,36,7.51,0,0.348
CUST200727,2025-01-05,30,East,Premium,2,65000,7,0.167,0.06,0,624,4000,24,15.21,0,0.626
CUST200728,2025-05-17,27,West,Small Business,1,48100,10,0.775,0.42,0,729,20000,60,11.89,0,0.94
CUST200729,2024-09-04,25,South,Retail,4,154000,3,0.262,0.08,0,747,12225,60,7.49,0,0.321
CUST200730,2026-03-03,22,West,Retail,6,86400,2,0.474,0.28,0,678,24000,36,13.85,0,0.809
CUST200731,2025-02-28,24,East,Retail,8,40000,2,0.279,0.1,0,745,4000,24,7.14,0,0.504
CUST200732,2025-06-04,23,North,Student,5,75000,2,0.326,0.16,0,704,12000,60,9.62,0,0.615
CUST200733,2025-07-20,23,North,Small Business,5,96000,2,0.408,0.21,0,727,20000,48,11.11,0,0.657
CUST200734,2025-03-01,27,North,Retail,11,66800,7,0.259,0.14,1,764,9600,24,7.51,0,0.616
CUST200735,2025-10-09,25,Central,Retail,5,57000,2,0.5,0.26,4,664,15000,48,13.85,0,0.992
CUST200736,2026-04-26,26,West,Retail,4,38000,4,0.328,0.21,0,724,8000,12,12.69,0,0.71
CUST200737,2024-12-22,22,West,Retail,5,31000,3,0.34,0.18,1,730,5550,12,11.36,1,0.824
CUST200738,2024-07-19,21,South,Small Business,5,51000,4,0.146,0.03,1,629,1600,12,15.62,1,0.758
CUST200739,2026-07-02,22,South,Small Business,3,80000,3,0.199,0.1,4,558,8000,12,18.39,0,0.983
CUST200740,2025-03-02,23,East,Retail,7,54000,3,0.125,0.06,0,768,3000,12,11.5,0,0.363
CUST200741,2026-06-06,23,South,Retail,5,64000,4,0.358,0.19,2,618,12000,36,15.62,1,0.949
CUST200742,2025-12-24,22,North,Retail,6,45449,4,0.529,0.26,0,706,12000,48,11.5,1,0.831
CUST200743,2026-05-16,27,West,Small Business,11,43218,10,0.18,0.12,4,666,5300,36,14.65,0,0.968
CUST200744,2025-08-31,23,West,Retail,4,74800,4,0.18,0.1,0,674,8400,24,14.65,1,0.565
CUST200745,2025-08-01,22,East,Student,3,50000,4,0.154,0.05,0,772,2500,12,7.51,0,0.361
CUST200746,2024-11-11,29,Central,Retail,1,70000,6,0.189,0.07,0,716,5000,24,11.14,0,0.487
CUST200747,2025-08-10,22,West,Student,7,35000,2,0.304,0.17,1,702,6000,36,11.5,0,0.815
CUST200748,2025-05-16,24,Central,Retail,5,62467,2,0.376,0.17,0,774,10625,36,8.49,0,0.579
CUST200749,2026-07-10,23,West,Retail,5,40900,4,0.59,0.3,0,701,12200,36,11.36,0,0.876
CUST200750,2025-12-26,25,East,Student,9,120775,4,0.33,0.12,1,657,15000,60,13.11,0,0.755
CUST200751,2025-09-16,25,South,Retail,5,84000,2,0.216,0.05,0,713,4500,24,12.18,0,0.464
CUST200752,2025-06-24,22,North,Retail,4,34000,4,0.229,0.11,2,602,3800,36,18.25,1,0.939
CUST200753,2025-02-05,23,North,Retail,5,126000,3,0.229,0.06,0,674,8000,24,13.23,0,0.472
CUST200754,2026-05-28,33,West,Retail,2,44000,5,0.472,0.22,4,669,9600,12,13.16,0,0.991
CUST200755,2025-10-27,25,East,Retail,3,46000,4,0.219,0.13,2,652,6000,36,14.72,0,0.908
CUST200756,2025-01-18,26,North,Retail,10,28800,3,0.829,0.52,0,714,15000,60,10,1,0.956
CUST200757,2026-02-03,23,Central,Retail,5,60000,3,0.32,0.13,0,704,8000,12,12.53,0,0.645
CUST200758,2026-03-06,24,Central,Premium,5,55000,3,0.263,0.08,4,671,4200,36,15.23,0,0.974
CUST200759,2025-05-04,33,North,Retail,4,34000,8,0.478,0.29,4,628,10000,12,15.33,1,0.995
CUST200760,2026-06-19,24,South,Retail,8,130000,2,0.18,0.05,1,725,6000,36,10.59,0,0.496
CUST200761,2026-01-29,21,North,Retail,2,90200,4,0.315,0.21,0,668,19125,36,13.92,0,0.711
CUST200762,2024-08-06,28,West,Retail,7,65004,5,0.29,0.14,0,774,9000,24,5.99,0,0.451
CUST200763,2025-05-30,28,South,Retail,5,35376,10,0.139,0.04,0,759,1500,24,8.49,0,0.382
CUST200764,2025-11-03,23,South,Retail,7,56500,2,0.271,0.17,0,762,9800,24,11.5,0,0.545
CUST200765,2025-03-14,27,East,Student,4,74000,9,0.319,0.16,3,613,12100,48,16.89,0,0.971
CUST200766,2025-05-23,22,Central,Retail,5,40800,2,0.08,0.05,1,757,2000,36,6.62,0,0.501
CUST200767,2025-08-19,22,South,Retail,6,89250,2,0.255,0.07,3,619,7500,12,13.24,1,0.94
CUST200768,2024-11-07,23,East,Small Business,7,54000,4,0.573,0.29,0,713,15550,60,11.71,0,0.845
CUST200769,2025-04-04,31,South,Retail,7,65200,8,0.234,0.11,0,773,7000,24,8,0,0.413
CUST200770,2024-08-09,26,South,Student,5,105000,2,0.256,0.1,1,747,10000,12,7.49,0,0.583
CUST200771,2025-02-13,26,South,Retail,7,47000,3,0.576,0.32,0,752,15000,48,7.9,1,0.811
CUST200772,2025-10-07,34,North,Retail,1,59000,7,0.538,0.34,4,668,20000,60,11.5,1,0.994
